Technology,TechDetail,Metric,Parameter,ParameterDetail,Value,Units,$Year,Scenario,Year,atb_year,Description,ResourceDetail,ResourceDetail2,Source,Notes,TechDetail2
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,6340,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,6340,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4171,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,101,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Undiscovered >190 - CA,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,264,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,264,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,264,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,336,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4478,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,128,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,336,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3530,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,115,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,336,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,112,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31.0,Undiscovered >190 - NM,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,221,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,221,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,221,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1999,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4040,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,133,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1999,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3779,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,129,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,1999,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3511,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,129,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Undiscovered >190 - NV,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,275,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,254,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3410,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,110,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,254,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,254,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,105,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Undiscovered >190 - OR,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,864,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3285,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,113,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,864,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3164,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,112,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,864,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3128,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,112,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25.0,Undiscovered >190 - UT,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,8,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,22740,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,611,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,8,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,20665,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,578,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,8,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,18854,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,584,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Boyes HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,7,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,23263,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,618,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,7,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,21058,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,590,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,7,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,19177,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,593,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Clark Ranch,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,14,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,21528,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,589,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,14,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,19610,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,559,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,14,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,17968,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,559,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 28.0,Clifton Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,110,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,10,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,20366,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,577,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,10,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,19424,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,564,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,10,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,17881,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Colado area,ReEDS,,
